preco_imovel,condominio,iptu,rua,numero,bairro,cidade,area_util,quartos,banheiros,garagens,endereco_completo,address_found,latitude_calculada,longitude_calculada,Dist_Centro,Dist_UFSM,Dist_Royal,Dist_Pnova,Dist_HUSM,Dist_Caridade,Dist_Parque_Itaimbe,Dist_Praça_Roque,Dist_Praça_Saldanha,Dist_Club_Dores,Dist_Aeroporto,escola_fundamental,escola_infantil,geometry,apartamento,casa,cobertura,ln_preco,LISA_Cluster,p_valor_lisa
430000,R$ 450,,Rua Marechal Manoel Gomes Carneiro,385.0,Menino Jesus,Santa Maria,115.0,3,3,1,"Rua Marechal Manoel Gomes Carneiro, 385 - Menino Jesus, Santa Maria, Brasil","R. Manoel Gomes Carneiro, 385 - Centro, Santa Maria - RS, 97050-470, Brazil",-29.6873702,-53.7996144,0.0018558765048849986,0.00011092433429888946,0.0018227242510933878,0.000275221380994507,0.00011513174410944181,0.0012444271704820705,0.0023098932703934263,0.001357742558130555,0.0013804045096143915,0.0035303467531558825,0.00010130973749633729,1,1,POINT (-53.7996144 -29.6873702),1,0,0,12.971540487669746,Não Significativo,0.166
790000,R$ 480,,Rua Marechal Manoel Gomes Carneiro,437.0,Menino Jesus,Santa Maria,210.0,4,3,2,"Rua Marechal Manoel Gomes Carneiro, 437 - Menino Jesus, Santa Maria, Brasil","R. Manoel Gomes Carneiro, 437 - Centro, Santa Maria - RS, 97050-470, Brazil",-29.6859563,-53.799511,0.0016755475439459962,0.00011023032295937855,0.0015576908863143676,0.0002675221244197328,0.00011452466294111184,0.001091836303370455,0.002774463885710037,0.0011895668824420174,0.001390326175780393,0.0029135623313271417,0.00010101815015126616,0,1,POINT (-53.799511 -29.6859563),0,0,1,13.579788224443204,High-Low (Alto-Baixo),0.007
670000,R$ 450,,Rua Marechal Manoel Gomes Carneiro,437.0,Menino Jesus,Santa Maria,270.0,4,3,1,"Rua Marechal Manoel Gomes Carneiro, 437 - Menino Jesus, Santa Maria, Brasil","R. Manoel Gomes Carneiro, 437 - Centro, Santa Maria - RS, 97050-470, Brazil",-29.6859563,-53.799511,0.0016755475439459962,0.00011023032295937855,0.0015576908863143676,0.0002675221244197328,0.00011452466294111184,0.001091836303370455,0.002774463885710037,0.0011895668824420174,0.001390326175780393,0.0029135623313271417,0.00010101815015126616,0,1,POINT (-53.799511 -29.6859563),1,0,0,13.415032991367148,High-Low (Alto-Baixo),0.011
230000,R$ 230,,Rua Marechal Manoel Gomes Carneiro,413.0,Menino Jesus,Santa Maria,46.0,1,1,0,"Rua Marechal Manoel Gomes Carneiro, 413 - Menino Jesus, Santa Maria, Brasil","R. Manoel Gomes Carneiro, 413 - Centro, Santa Maria - RS, 97050-470, Brazil",-29.685614,-53.7996536,0.001661525374593031,0.00010988221505415956,0.0014726311309708263,0.0002665704018776357,0.0001141763279918304,0.0010706400193302246,0.002979465978989735,0.001167393436509119,0.0014145029756413709,0.002642813454512385,0.00010078449977840459,0,1,POINT (-53.7996536 -29.685614),1,0,0,12.345834587905333,Low-Low (Baixo-Baixo),0.045
420000,R$ 400,,Rua Marechal Manoel Gomes Carneiro,360.0,Nossa Senhora das Dores,Santa Maria,68.0,2,2,2,"Rua Marechal Manoel Gomes Carneiro, 360 - Nossa Senhora das Dores, Santa Maria, Brasil","R. Manoel Gomes Carneiro, 360 - Centro, Santa Maria - RS, 97050-022, Brazil",-29.6876411,-53.7992771,0.001764860245462154,0.00011144500678839613,0.0019807999989717093,0.0002746070882505932,0.00011567769175662596,0.0012317597520848454,0.0020953024079438977,0.0013360987285105034,0.0013108678224455009,0.004062559375963778,0.00010170943903593617,1,1,POINT (-53.7992771 -29.6876411),1,0,0,12.948009990259552,Não Significativo,0.276
255000,R$ 180,,Rua Marechal Manoel Gomes Carneiro,360.0,Nossa Senhora das Dores,Santa Maria,78.0,1,1,2,"Rua Marechal Manoel Gomes Carneiro, 360 - Nossa Senhora das Dores, Santa Maria, Brasil","R. Manoel Gomes Carneiro, 360 - Centro, Santa Maria - RS, 97050-022, Brazil",-29.6876411,-53.7992771,0.001764860245462154,0.00011144500678839613,0.0019807999989717093,0.0002746070882505932,0.00011567769175662596,0.0012317597520848454,0.0020953024079438977,0.0013360987285105034,0.0013108678224455009,0.004062559375963778,0.00010170943903593617,1,1,POINT (-53.7992771 -29.6876411),1,0,0,12.449018824140563,Não Significativo,0.302
220000,,,Rua Marechal Rondon,235.0,Carolina,Santa Maria,100.0,3,2,0,"Rua Marechal Rondon, 235 - Carolina, Santa Maria, Brasil","R. Mal. Rondon, 235 - Carolina, Santa Maria - RS, 97043-350, Brazil",-29.67710379999999,-53.8206442,0.0005130312944030927,8.817861703455586e-05,0.0003473114413875142,0.00029047540530265586,9.094959825452776e-05,0.00046379634906258574,0.0005230091684574175,0.0004763287359183416,0.0006034885569555502,0.0003840346310502593,8.241604428622914e-05,0,1,POINT (-53.8206442 -29.67710379999999),1,0,0,12.301382825334498,Não Significativo,0.151
440000,,,Rua Marechal Rondon,297.0,Carolina,Santa Maria,140.0,4,2,1,"Rua Marechal Rondon, 297 - Carolina, Santa Maria, Brasil","R. Mal. Rondon, 297 - Salgado Filho, Santa Maria - RS, 97043-350, Brazil",-29.6775705,-53.81989979999999,0.0005374358972233843,8.886238891942504e-05,0.0003582953832863653,0.0002931236656788911,9.166835895637747e-05,0.00048308573405378684,0.0005481030158146688,0.0004968689822663646,0.0006376148218356054,0.0003974259522976181,8.298925994821369e-05,0,1,POINT (-53.81989979999999 -29.6775705),1,0,0,12.994530005894443,Não Significativo,0.121
300000,,,Rua Marfiza Franco Rosa,19.0,Tancredo Neves,Santa Maria,40.0,4,2,1,"Rua Marfiza Franco Rosa, 19 - Tancredo Neves, Santa Maria, Brasil","R. Marfiza Franco Rosa, 19 - Tancredo Neves, Santa Maria - RS, 97032-320, Brazil",-29.695269,-53.87944640000001,0.00013811385407599201,6.176978277339814e-05,0.00012191430271176882,0.00019963724423698113,6.242818909714864e-05,0.0001407119008285974,0.00013349471403814375,0.00014027026131833875,0.00014097383096068312,0.00012429851701635297,5.7542282552302037e-05,0,0,POINT (-53.87944640000001 -29.695269),0,1,0,12.611537753638338,Low-Low (Baixo-Baixo),0.001
210000,R$ 195,,Rua Maria Noal,76.0,Noal,Santa Maria,50.0,1,1,1,"Rua Maria Noal, 76 - Noal, Santa Maria, Brasil","R. Maria Noal, 76 - Noal, Santa Maria - RS, 97020-510, Brazil",-29.69192019999999,-53.8266442,0.00047004584767302063,8.853412999812114e-05,0.00032480059555562135,0.0005834048639449281,9.047695443452484e-05,0.0005034293464251327,0.0004128972503775835,0.0004985640886290105,0.0004957176993631144,0.0003416007145283441,8.101468477499582e-05,0,0,POINT (-53.8266442 -29.69192019999999),1,0,0,12.254862809699606,Não Significativo,0.222
1150000,,,Rua Maria Rocha,24.0,Nossa Senhora das Dores,Santa Maria,231.0,3,3,3,"Rua Maria Rocha, 24 - Nossa Senhora das Dores, Santa Maria, Brasil","R. Maria Rocha, 24 - Nossa Sra. das Dores, Santa Maria - RS, 97050-480, Brazil",-29.6916557,-53.7960961,0.0010537486684519125,0.00011745431649050824,0.004838544031947931,0.0002728822796240511,0.00012182307509714044,0.0010283720713486792,0.0009896078483328148,0.0010440872086192187,0.0008192312611204035,0.0023664792424905453,0.00010598420123492458,0,0,POINT (-53.7960961 -29.6916557),0,1,0,13.955272500339433,Não Significativo,0.285
2650000,,,Rua Becker Pinto,208.0,Menino Jesus,Santa Maria,502.0,4,5,3,"Rua Becker Pinto, 208 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 208 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6859006,-53.7976876,0.0013118387940027638,0.00011216584990617652,0.00185171057195257,0.0002576984135130351,0.00011669004121870191,0.0009515155344798917,0.0018941703933157304,0.0010178442685303715,0.0011163048842586301,0.004170410820033327,0.00010277417472354876,0,1,POINT (-53.7976876 -29.6859006),0,1,0,14.790070197962406,High-High (Alto-Alto),0.01
570000,,R$ 450,Rua Mariazinha Domingues,28.0,Nossa Senhora do Perpétuo Socorro,Santa Maria,264.0,4,3,3,"Rua Mariazinha Domingues, 28 - Nossa Senhora do Perpétuo Socorro, Santa Maria, Brasil","Rua Mariazinha Domingues, 28 - Salgado Filho, Santa Maria - RS, 97043-195, Brazil",-29.6724583,-53.8118822,0.0005344847193644117,9.236383718325776e-05,0.00039118993365228706,0.00023750799524472493,9.584367590310957e-05,0.0004501993060896896,0.0006175533177145253,0.0004677828928001177,0.0006326389291963303,0.0004438786887034206,8.701925765296582e-05,1,0,POINT (-53.8118822 -29.6724583),0,1,0,13.253391639810733,Não Significativo,0.365
250000,R$ 250,,Rua Mário Druck,195.0,Noal,Santa Maria,50.0,2,1,1,"Rua Mário Druck, 195 - Noal, Santa Maria, Brasil","R. Mario Druck, 195 - Noal, Santa Maria - RS, 97020-520, Brazil",-29.6912863,-53.8301532,0.0004079951255490018,8.590570203957827e-05,0.00029287738639776587,0.0005673485690915942,8.772509367792196e-05,0.0004297724478150711,0.0003668374223719292,0.00042678306872248123,0.0004305452163837714,0.0003072568030022002,7.880387752475045e-05,0,0,POINT (-53.8301532 -29.6912863),1,0,0,12.429216196844383,Não Significativo,0.201
275000,R$ 180,,Rua Mário Druck,195.0,Noal,Santa Maria,50.0,2,1,1,"Rua Mário Druck, 195 - Noal, Santa Maria, Brasil","R. Mario Druck, 195 - Noal, Santa Maria - RS, 97020-520, Brazil",-29.6912863,-53.8301532,0.0004079951255490018,8.590570203957827e-05,0.00029287738639776587,0.0005673485690915942,8.772509367792196e-05,0.0004297724478150711,0.0003668374223719292,0.00042678306872248123,0.0004305452163837714,0.0003072568030022002,7.880387752475045e-05,0,0,POINT (-53.8301532 -29.6912863),1,0,0,12.524526376648708,Não Significativo,0.195
270000,R$ 180,,Rua Mário Druck,195.0,Noal,Santa Maria,50.0,2,1,1,"Rua Mário Druck, 195 - Noal, Santa Maria, Brasil","R. Mario Druck, 195 - Noal, Santa Maria - RS, 97020-520, Brazil",-29.6912863,-53.8301532,0.0004079951255490018,8.590570203957827e-05,0.00029287738639776587,0.0005673485690915942,8.772509367792196e-05,0.0004297724478150711,0.0003668374223719292,0.00042678306872248123,0.0004305452163837714,0.0003072568030022002,7.880387752475045e-05,0,0,POINT (-53.8301532 -29.6912863),1,0,0,12.506177237980511,Não Significativo,0.196
1200000,,,Rua Mário Quintana,555.0,São José,Santa Maria,220.0,3,1,3,"Rua Mário Quintana, 555 - São José, Santa Maria, Brasil","R. Mario Quintana, 555 - São José, Santa Maria - RS, 97110-122, Brazil",-29.7024632,-53.7336476,0.00014101436385670026,0.00036449299569780275,0.00016431499591132196,0.00010760093400331844,0.0004526755945740492,0.00014057266141223872,0.00014303857034304033,0.0001405929311536105,0.00013654826355780783,0.00015825482066591576,0.0003054205332941436,0,0,POINT (-53.7336476 -29.7024632),0,1,0,13.997832114758229,Não Significativo,0.085
1500000,,,Rua Mário Quintana,291.0,Camobi,Santa Maria,220.0,4,4,4,"Rua Mário Quintana, 291 - Camobi, Santa Maria, Brasil","R. Mario Quintana, 291 - São José, Santa Maria - RS, 97110-122, Brazil",-29.7008684,-53.7337678,0.00014198600498713829,0.0003466031812887533,0.00016563959412075078,0.00010760011145677072,0.00042950070927991104,0.0001413387933417292,0.00014424713452757023,0.00014140432155432755,0.0001375478402329173,0.00015962209179895288,0.000300726269231761,0,1,POINT (-53.7337678 -29.7008684),0,1,0,14.22097566607244,High-High (Alto-Alto),0.008
1300000,,,Rua Mário Quintana,451.0,Camobi,Santa Maria,385.0,5,3,4,"Rua Mário Quintana, 451 - Camobi, Santa Maria, Brasil","R. Mario Quintana, 451 - São José, Santa Maria - RS, 97110-122, Brazil",-29.7029399,-53.733729,0.00014092997381615397,0.0003690436534050884,0.00016419550395771178,0.00010772502053365066,0.0004578305933937672,0.00014054981320750336,0.00014288723233356272,0.00014055634379301049,0.00013644234800482325,0.0001581022762160755,0.0003056448180235034,0,0,POINT (-53.733729 -29.7029399),0,1,0,14.077874822431765,Não Significativo,0.095
580000,,,Rua Marquês Do Herval,181.0,Nossa Senhora de Lourdes,Santa Maria,116.0,3,3,1,"Rua Marquês Do Herval, 181 - Nossa Senhora de Lourdes, Santa Maria, Brasil","R. Marquês do Herval, 181 - Nossa Sra. de Lourdes, Santa Maria - RS, 97060-430, Brazil",-29.6986666,-53.8077913,0.0008436265438794765,0.00010712202541004682,0.000638154179899679,0.0004337310799793873,0.00010974929642031795,0.001292486124829431,0.0006232265422090953,0.001154397773624519,0.0007125795245708867,0.0006240444642767106,9.579647662863663e-05,0,1,POINT (-53.8077913 -29.6986666),0,0,1,13.270783382522602,Low-Low (Baixo-Baixo),0.032
750000,,R$ 490,Rua Marquês Do Herval,563.0,Nossa Senhora de Lourdes,Santa Maria,160.0,3,1,3,"Rua Marquês Do Herval, 563 - Nossa Senhora de Lourdes, Santa Maria, Brasil","R. Marquês do Herval, 563 - Nossa Sra. de Lourdes, Santa Maria - RS, 97060-430, Brazil",-29.7017591,-53.8059886,0.000666092587335678,0.00011012372126257429,0.0005956470036128399,0.00042443050416497783,0.00011261446106838612,0.0009093506150964784,0.0005260851812926526,0.0008399010765036525,0.0005727173501545045,0.0005623604117565346,9.770457583867848e-05,0,0,POINT (-53.8059886 -29.7017591),0,1,0,13.527828485512494,High-Low (Alto-Baixo),0.043
190000,R$ 300,,Rua Marquês Do Herval,420.0,Nossa Senhora de Lourdes,Santa Maria,43.0,2,1,1,"Rua Marquês Do Herval, 420 - Nossa Senhora de Lourdes, Santa Maria, Brasil","R. Marquês do Herval, 420 - Nossa Sra. de Lourdes, Santa Maria - RS, 97060-430, Brazil",-29.7005184,-53.8061275,0.0007326230086521772,0.00010956624139888982,0.0006310339733482884,0.00041980800045800785,0.00011215921810690924,0.001039423821690806,0.0005658329291930994,0.0009494734996479333,0.0006218785621848031,0.0005995104929307835,9.747406491996022e-05,0,0,POINT (-53.8061275 -29.7005184),1,0,0,12.154779351142624,Não Significativo,0.133
276000,,,Rua Marquês Do Herval,181.0,Nossa Senhora de Lourdes,Santa Maria,64.0,2,2,0,"Rua Marquês Do Herval, 181 - Nossa Senhora de Lourdes, Santa Maria, Brasil","R. Marquês do Herval, 181 - Nossa Sra. de Lourdes, Santa Maria - RS, 97060-430, Brazil",-29.6986666,-53.8077913,0.0008436265438794765,0.00010712202541004682,0.000638154179899679,0.0004337310799793873,0.00010974929642031795,0.001292486124829431,0.0006232265422090953,0.001154397773624519,0.0007125795245708867,0.0006240444642767106,9.579647662863663e-05,0,1,POINT (-53.8077913 -29.6986666),1,0,0,12.528156144699286,Low-Low (Baixo-Baixo),0.044
212000,R$ 350,,Rua Marquês Do Herval,420.0,Nossa Senhora de Lourdes,Santa Maria,73.0,2,1,1,"Rua Marquês Do Herval, 420 - Nossa Senhora de Lourdes, Santa Maria, Brasil","R. Marquês do Herval, 420 - Nossa Sra. de Lourdes, Santa Maria - RS, 97060-430, Brazil",-29.7005184,-53.8061275,0.0007326230086521772,0.00010956624139888982,0.0006310339733482884,0.00041980800045800785,0.00011215921810690924,0.001039423821690806,0.0005658329291930994,0.0009494734996479333,0.0006218785621848031,0.0005995104929307835,9.747406491996022e-05,0,0,POINT (-53.8061275 -29.7005184),1,0,0,12.26434155365415,Não Significativo,0.132
760000,R$ 200,,Rua Martins Pena,228.0,Camobi,Santa Maria,109.0,2,3,2,"Rua Martins Pena, 228 - Camobi, Santa Maria, Brasil","R. Martins Pena, 228 - Camobi, Santa Maria - RS, 97110-490, Brazil",-29.7000084,-53.7195536,0.00011932734989100741,0.00042308856740931074,0.000135574623421927,9.369858226606044e-05,0.0006071107838578124,0.00011864463205914482,0.0001212158315065823,0.00011873675844003085,0.00011630340577701134,0.00013170246208341955,0.0004845583477666766,0,1,POINT (-53.7195536 -29.7000084),1,0,0,13.541073712262515,Não Significativo,0.436
240000,R$ 160,,Rua Mato Grosso,878.0,Pinheiro Machado,Santa Maria,64.0,2,1,1,"Rua Mato Grosso, 878 - Pinheiro Machado, Santa Maria, Brasil","R. Mato Grosso - Pinheiro Machado, Santa Maria - RS, 97030-360, Brazil",-29.6922827,-53.8769077,0.00014352931000063783,6.246139264505365e-05,0.00012593479163892218,0.00020514982351624555,6.319883487777476e-05,0.00014596054470945782,0.00013883287213917636,0.0001455735098664286,0.00014686463231732095,0.00012864772136793283,5.8257506617861724e-05,0,1,POINT (-53.8769077 -29.6922827),1,0,0,12.388394202324129,Low-Low (Baixo-Baixo),0.028
480000,,,Rua Matoso Câmara,197.0,Menino Jesus,Santa Maria,128.0,3,3,2,"Rua Matoso Câmara, 197 - Menino Jesus, Santa Maria, Brasil","R. Matoso Câmara, 197 - Menino Jesus, Santa Maria - RS, 97050-500, Brazil",-29.6844329,-53.7933783,0.0008265047583817577,0.00011604911004479862,0.001542833561905708,0.00023188995858695093,0.00012124512091445265,0.0006738965651543333,0.0010726564255685747,0.0007037741963959106,0.0007548362444770387,0.0019776642604783317,0.00010669720070635316,0,1,POINT (-53.7933783 -29.6844329),1,0,0,13.081541382884074,Não Significativo,0.345
680000,,,Rua Maurício Cardoso,119.0,Nossa Senhora de Fátima,Santa Maria,130.0,3,3,2,"Rua Maurício Cardoso, 119 - Nossa Senhora de Fátima, Santa Maria, Brasil","R. Maurício Cardoso, 119 - Nossa Sra. de Fátima, Santa Maria - RS, 97015-400, Brazil",-29.697436,-53.8141572,0.0007429061122736113,0.00010034710902264659,0.0004919379536198073,0.0005440208243736502,0.00010264318191816002,0.0010055088102129883,0.0005654971567044612,0.0009378765544532949,0.0006919903997150245,0.0005027380444701702,9.036764530275792e-05,1,1,POINT (-53.8141572 -29.697436),0,1,0,13.42984807715229,Não Significativo,0.346
780000,,,Rua Maurício Cardoso,171.0,Nossa Senhora de Fátima,Santa Maria,278.0,3,5,3,"Rua Maurício Cardoso, 171 - Nossa Senhora de Fátima, Santa Maria, Brasil","R. Maurício Cardoso, 171 - Nossa Sra. de Fátima, Santa Maria - RS, 97015-400, Brazil",-29.69826939999999,-53.8158781,0.0006552140697240509,9.898177134139349e-05,0.0004499581036631226,0.0006063269903143489,0.00010112482241971404,0.0008454838712796406,0.0005142022196428475,0.0007983007803528515,0.0006212104970327347,0.0004588626939432522,8.911203315386034e-05,0,0,POINT (-53.8158781 -29.69826939999999),0,1,0,13.567049198665774,Não Significativo,0.216
300000,R$ 280,,Rua Maurício Cardoso,154.0,Nossa Senhora de Fátima,Santa Maria,70.0,2,2,1,"Rua Maurício Cardoso, 154 - Nossa Senhora de Fátima, Santa Maria, Brasil","R. Maurício Cardoso, 154 - Nossa Sra. de Fátima, Santa Maria - RS, 97015-400, Brazil",-29.6979956,-53.8142913,0.0007133445439072308,0.00010038230712077411,0.00048307107575678074,0.0005581174355803276,0.00010263333792404475,0.0009577426573888049,0.0005477714878781404,0.000894528469101927,0.000664108427199366,0.0004917396025742789,9.031654114420229e-05,0,0,POINT (-53.8142913 -29.6979956),1,0,0,12.611537753638338,Não Significativo,0.258
